File_name,Emotion_by_TextAPI,Emotion_by_RealTimeAPI,Original_Emotion
dia1_utt2.mp4,Anger,Anger,surprise
dia22_utt2.mp4,Surprise,Surprise,surprise
dia26_utt0.mp4,Fear,Surprise,surprise
dia38_utt9.mp4,Joy,Joy,surprise
dia40_utt11.mp4,Neutral,Joy,surprise
dia46_utt1.mp4,Surprise,Neutral,surprise
dia46_utt7.mp4,Joy,Joy,surprise
dia49_utt18.mp4,Neutral,Joy,surprise
dia72_utt1.mp4,Neutral,Neutral,surprise
dia78_utt5.mp4,Anger,Surprise,surprise
dia86_utt5.mp4,Surprise,Joy,surprise
dia103_utt2.mp4,Joy,Surprise,surprise
dia104_utt0.mp4,Joy,Joy,surprise
dia110_utt2.mp4,Disgust,Joy,surprise
dia114_utt1.mp4,Neutral,Joy,surprise
dia115_utt7.mp4,Surprise,Surprise,surprise
dia132_utt0.mp4,Neutral,Surprise,surprise
dia147_utt6.mp4,Surprise,Neutral,surprise
dia156_utt5.mp4,Fear,Fear,surprise
dia170_utt3.mp4,Joy,Joy,surprise
dia171_utt7.mp4,Surprise,Joy,surprise
dia176_utt7.mp4,Surprise,Joy,surprise
dia185_utt2.mp4,Joy,Surprise,surprise
dia185_utt7.mp4,Joy,Surprise,surprise
dia185_utt13.mp4,Surprise,Surprise,surprise
dia187_utt1.mp4,Joy,Joy,surprise
dia206_utt3.mp4,Surprise,Surprise,surprise
dia212_utt3.mp4,Anger,Surprise,surprise
dia226_utt8.mp4,Anger,Surprise,surprise
dia232_utt12.mp4,Joy,Joy,surprise
dia233_utt1.mp4,Surprise,Joy,surprise
dia235_utt4.mp4,Joy,Joy,surprise
dia245_utt14.mp4,Sadness,Fear,surprise
dia250_utt4.mp4,Surprise,Joy,surprise
dia255_utt2.mp4,Anger,Anger,surprise
dia258_utt2.mp4,Surprise,Joy,surprise
dia271_utt5.mp4,Anger,Disgust,surprise
dia310_utt5.mp4,Disgust,Disgust,surprise
dia312_utt8.mp4,Surprise,Unknown:Confusion,surprise
dia317_utt8.mp4,Anger,Anger,surprise
dia320_utt12.mp4,Sadness,Sadness,surprise
dia322_utt1.mp4,Joy,Anger,surprise
dia326_utt2.mp4,Surprise,Joy,surprise
dia327_utt2.mp4,Joy,Surprise,surprise
dia329_utt5.mp4,Neutral,Joy,surprise
dia333_utt2.mp4,Surprise,Surprise,surprise
dia337_utt9.mp4,Anger,Joy,surprise
dia342_utt16.mp4,Surprise,Surprise,surprise
dia344_utt14.mp4,Joy,Surprise,surprise
dia347_utt8.mp4,Neutral,Sadness,surprise
dia6_utt0.mp4,Joy,Joy,joy
dia6_utt6.mp4,Joy,Joy,joy
dia9_utt3.mp4,Joy,Joy,joy
dia13_utt0.mp4,Joy,Joy,joy
dia15_utt21.mp4,Joy,Neutral,joy
dia18_utt3.mp4,Neutral,Joy,joy
dia20_utt2.mp4,Joy,Joy,joy
dia25_utt0.mp4,Joy,Joy,joy
dia25_utt1.mp4,Joy,Joy,joy
dia25_utt3.mp4,Neutral,Joy,joy
dia29_utt1.mp4,Neutral,Joy,joy
dia37_utt2.mp4,Neutral,Neutral,joy
dia47_utt7.mp4,Fear,Joy,joy
dia47_utt15.mp4,Joy,Joy,joy
dia49_utt3.mp4,Disgust,Joy,joy
dia54_utt6.mp4,Joy,Joy,joy
dia54_utt17.mp4,Neutral,Joy,joy
dia54_utt20.mp4,Neutral,Joy,joy
dia59_utt9.mp4,Joy,Joy,joy
dia61_utt6.mp4,Joy,Neutral,joy
dia62_utt1.mp4,Joy,Sadness,joy
dia65_utt0.mp4,Joy,Joy,joy
dia67_utt2.mp4,Joy,Joy,joy
dia67_utt10.mp4,Joy,Joy,joy
dia88_utt1.mp4,Joy,Joy,joy
dia89_utt16.mp4,Joy,Joy,joy
dia95_utt0.mp4,Joy,Joy,joy
dia103_utt0.mp4,Joy,Joy,joy
dia109_utt5.mp4,Joy,Joy,joy
dia114_utt3.mp4,Joy,Joy,joy
dia114_utt4.mp4,Joy,Joy,joy
dia118_utt5.mp4,Disgust,Neutral,joy
dia137_utt6.mp4,Joy,Joy,joy
dia147_utt3.mp4,Joy,Joy,joy
dia151_utt2.mp4,Joy,Anger,joy
dia152_utt1.mp4,Sadness,Joy,joy
dia153_utt1.mp4,Joy,Joy,joy
dia154_utt0.mp4,Joy,Joy,joy
dia157_utt1.mp4,Joy,Joy,joy
dia159_utt3.mp4,Surprise,Joy,joy
dia159_utt7.mp4,Joy,Joy,joy
dia160_utt12.mp4,Sadness,Joy,joy
dia164_utt8.mp4,Neutral,Neutral,joy
dia165_utt16.mp4,Joy,Joy,joy
dia169_utt1.mp4,Disgust,Joy,joy
dia172_utt4.mp4,Joy,Joy,joy
dia176_utt10.mp4,Joy,Joy,joy
dia184_utt9.mp4,Joy,Joy,joy
dia190_utt2.mp4,Joy,Joy,joy
dia193_utt2.mp4,Joy,Joy,joy
dia7_utt1.mp4,Anger,Joy,anger
dia11_utt1.mp4,Anger,Joy,anger
dia15_utt0.mp4,Anger,Anger,anger
dia30_utt4.mp4,Anger,Anger,anger
dia32_utt14.mp4,Anger,Anger,anger
dia39_utt0.mp4,Sadness,Joy,anger
dia40_utt0.mp4,Disgust,Surprise,anger
dia40_utt1.mp4,Neutral,Joy,anger
dia49_utt2.mp4,Neutral,Disgust,anger
dia50_utt1.mp4,Anger,Anger,anger
dia51_utt5.mp4,Anger,Anger,anger
dia63_utt5.mp4,Anger,Joy,anger
dia64_utt0.mp4,Disgust,Disgust,anger
dia68_utt0.mp4,Anger,Joy,anger
dia70_utt7.mp4,Anger,Anger,anger
dia81_utt11.mp4,Sadness,Sadness,anger
dia95_utt8.mp4,Anger,Sadness,anger
dia112_utt2.mp4,Neutral,Anger,anger
dia126_utt1.mp4,Neutral,Anger,anger
dia126_utt7.mp4,Disgust,Anger,anger
dia129_utt5.mp4,Sadness,Neutral,anger
dia138_utt0.mp4,Neutral,Joy,anger
dia138_utt1.mp4,Sadness,Joy,anger
dia138_utt15.mp4,Surprise,Disgust,anger
dia148_utt0.mp4,Anger,Anger,anger
dia148_utt2.mp4,Anger,Anger,anger
dia148_utt3.mp4,Neutral,Neutral,anger
dia151_utt16.mp4,Surprise,Anger,anger
dia167_utt2.mp4,Joy,Joy,anger
dia182_utt5.mp4,Joy,Joy,anger
dia184_utt19.mp4,Surprise,Joy,anger
dia184_utt21.mp4,Neutral,Joy,anger
dia188_utt4.mp4,Anger,Joy,anger
dia189_utt6.mp4,Anger,Anger,anger
dia189_utt8.mp4,Surprise,Unknown:Pain,anger
dia189_utt13.mp4,Anger,Anger,anger
dia206_utt14.mp4,Anger,Joy,anger
dia207_utt18.mp4,Anger,Joy,anger
dia210_utt2.mp4,Joy,Anger,anger
dia210_utt4.mp4,Surprise,Joy,anger
dia228_utt0.mp4,Sadness,Anger,anger
dia232_utt5.mp4,Neutral,Neutral,anger
dia234_utt11.mp4,Disgust,Joy,anger
dia236_utt5.mp4,Anger,Anger,anger
dia241_utt0.mp4,Joy,Joy,anger
dia254_utt1.mp4,Anger,Joy,anger
dia255_utt11.mp4,Anger,Joy,anger
dia256_utt6.mp4,Neutral,Joy,anger
dia265_utt0.mp4,Sadness,Surprise,anger
dia277_utt3.mp4,Anger,Sadness,anger
dia15_utt3.mp4,Sadness,Sadness,sadness
dia15_utt7.mp4,Neutral,Joy,sadness
dia54_utt14.mp4,Fear,Joy,sadness
dia63_utt7.mp4,Sadness,Joy,sadness
dia76_utt7.mp4,Surprise,Joy,sadness
dia109_utt6.mp4,Sadness,Neutral,sadness
dia109_utt7.mp4,Neutral,Anger,sadness
dia109_utt8.mp4,Sadness,Joy,sadness
dia119_utt4.mp4,Sadness,Sadness,sadness
dia129_utt2.mp4,Sadness,Joy,sadness
dia149_utt0.mp4,Neutral,Surprise,sadness
dia167_utt8.mp4,Joy,Joy,sadness
dia174_utt6.mp4,Disgust,Joy,sadness
dia175_utt11.mp4,Disgust,Disgust,sadness
dia182_utt1.mp4,Sadness,Neutral,sadness
dia201_utt4.mp4,Sadness,Sadness,sadness
dia218_utt4.mp4,Sadness,Joy,sadness
dia231_utt10.mp4,Anger,Sadness,sadness
dia249_utt4.mp4,Neutral,Neutral,sadness
dia249_utt6.mp4,Disgust,Joy,sadness
dia257_utt4.mp4,Fear,Fear,sadness
dia260_utt4.mp4,Fear,Anger,sadness
dia273_utt3.mp4,Neutral,Neutral,sadness
dia279_utt1.mp4,Anger,Sadness,sadness
dia289_utt3.mp4,Sadness,Anger,sadness
dia291_utt1.mp4,Neutral,Joy,sadness
dia301_utt16.mp4,Fear,Joy,sadness
dia320_utt8.mp4,Sadness,Joy,sadness
dia336_utt6.mp4,Anger,Joy,sadness
dia337_utt6.mp4,Anger,Surprise,sadness
dia347_utt7.mp4,Anger,Joy,sadness
dia347_utt9.mp4,Sadness,Sadness,sadness
dia359_utt6.mp4,Neutral,Neutral,sadness
dia360_utt1.mp4,Joy,Joy,sadness
dia365_utt5.mp4,Neutral,Surprise,sadness
dia366_utt6.mp4,Neutral,Joy,sadness
dia372_utt9.mp4,Sadness,Joy,sadness
dia379_utt3.mp4,Sadness,Sadness,sadness
dia379_utt5.mp4,Sadness,Sadness,sadness
dia387_utt0.mp4,Surprise,Joy,sadness
dia400_utt8.mp4,Sadness,Sadness,sadness
dia401_utt11.mp4,Joy,Joy,sadness
dia404_utt8.mp4,Sadness,Sadness,sadness
dia418_utt18.mp4,Sadness,Neutral,sadness
dia426_utt1.mp4,Sadness,Joy,sadness
dia427_utt0.mp4,Disgust,Joy,sadness
dia434_utt0.mp4,Sadness,Anger,sadness
dia434_utt1.mp4,Surprise,Surprise,sadness
dia441_utt1.mp4,Sadness,Sadness,sadness
dia456_utt4.mp4,Sadness,Sadness,sadness
dia24_utt8.mp4,Fear,Fear,fear
dia28_utt4.mp4,Joy,Joy,fear
dia54_utt12.mp4,Fear,Joy,fear
dia94_utt5.mp4,Anger,Anger,fear
dia109_utt17.mp4,Fear,Joy,fear
dia122_utt1.mp4,Fear,Anger,fear
dia240_utt3.mp4,Neutral,Joy,fear
dia259_utt0.mp4,Disgust,Surprise,fear
dia260_utt10.mp4,Disgust,Neutral,fear
dia264_utt8.mp4,Anger,Anger,fear
dia274_utt10.mp4,Sadness,Surprise,fear
dia275_utt10.mp4,Fear,Anger,fear
dia316_utt4.mp4,Sadness,Anger,fear
dia351_utt6.mp4,Joy,Sadness,fear
dia358_utt6.mp4,Sadness,Sadness,fear
dia375_utt4.mp4,Fear,Surprise,fear
dia376_utt3.mp4,Disgust,Joy,fear
dia421_utt7.mp4,Neutral,Joy,fear
dia445_utt3.mp4,Joy,Joy,fear
dia472_utt2.mp4,Joy,Joy,fear
dia477_utt3.mp4,Fear,Fear,fear
dia486_utt11.mp4,Fear,Fear,fear
dia506_utt1.mp4,Joy,Sadness,fear
dia557_utt4.mp4,Joy,Joy,fear
dia571_utt1.mp4,Fear,Fear,fear
dia572_utt9.mp4,Anger,Surprise,fear
dia583_utt6.mp4,Fear,Anger,fear
dia596_utt11.mp4,Fear,Fear,fear
dia608_utt5.mp4,Fear,Fear,fear
dia652_utt9.mp4,Disgust,Neutral,fear
dia679_utt12.mp4,Fear,Fear,fear
dia712_utt2.mp4,Fear,Fear,fear
dia736_utt8.mp4,Neutral,Fear,fear
dia736_utt9.mp4,Neutral,Neutral,fear
dia743_utt3.mp4,Joy,Joy,fear
dia760_utt2.mp4,Fear,Sadness,fear
dia770_utt17.mp4,Anger,Joy,fear
dia788_utt0.mp4,Sadness,Joy,fear
dia796_utt5.mp4,Fear,Joy,fear
dia809_utt15.mp4,Anger,Joy,fear
dia855_utt7.mp4,Fear,Anger,fear
dia895_utt0.mp4,Anger,Anger,fear
dia916_utt12.mp4,Surprise,Anger,fear
dia976_utt12.mp4,Fear,Fear,fear
dia989_utt3.mp4,Fear,Neutral,fear
dia1016_utt11.mp4,Fear,Fear,fear
dia1018_utt7.mp4,Joy,Fear,fear
dia39_utt10.mp4,Unknown:Confusion,Neutral,disgust
dia41_utt14.mp4,Neutral,Neutral,disgust
dia45_utt1.mp4,Disgust,Joy,disgust
dia51_utt3.mp4,Anger,Anger,disgust
dia89_utt12.mp4,Anger,Anger,disgust
dia130_utt3.mp4,Disgust,Neutral,disgust
dia138_utt5.mp4,Surprise,Surprise,disgust
dia147_utt7.mp4,Disgust,Disgust,disgust
dia208_utt4.mp4,Disgust,Anger,disgust
dia211_utt6.mp4,Surprise,Surprise,disgust
dia222_utt19.mp4,Disgust,Joy,disgust
dia226_utt18.mp4,Disgust,Joy,disgust
dia245_utt10.mp4,Sadness,Anger,disgust
dia252_utt18.mp4,Anger,Anger,disgust
dia283_utt0.mp4,Disgust,Joy,disgust
dia283_utt6.mp4,Neutral,Neutral,disgust
dia321_utt10.mp4,Disgust,Surprise,disgust
dia361_utt9.mp4,Disgust,Neutral,disgust
dia420_utt4.mp4,Anger,Anger,disgust
dia477_utt10.mp4,Neutral,Neutral,disgust
dia479_utt7.mp4,Anger,Disgust,disgust
dia501_utt5.mp4,Disgust,Joy,disgust
dia515_utt3.mp4,Disgust,Fear,disgust
dia554_utt9.mp4,Surprise,Neutral,disgust
dia593_utt10.mp4,Anger,Anger,disgust
dia744_utt10.mp4,Sadness,Joy,disgust
dia828_utt8.mp4,Anger,Sadness,disgust
dia869_utt10.mp4,Joy,Joy,disgust
dia905_utt3.mp4,Disgust,Joy,disgust
dia905_utt15.mp4,Surprise,Neutral,disgust
dia960_utt3.mp4,Anger,Joy,disgust
dia973_utt18.mp4,Sadness,Neutral,disgust
dia1000_utt0.mp4,Anger,Disgust,disgust
dia1021_utt3.mp4,Anger,Anger,disgust
dia1027_utt6.mp4,Anger,Joy,disgust
dia1038_utt5.mp4,Surprise,Joy,disgust
dia1038_utt7.mp4,Surprise,Neutral,disgust
