File_name,Emotion_by_TextAPI,Emotion_by_RealTimeAPI,Original_Emotion
dia22_utt2.mp4,Surprise,Error,surprise
dia26_utt0.mp4,Fear,Joy,surprise
dia38_utt9.mp4,Joy,Joy,surprise
dia40_utt11.mp4,Neutral,Error,surprise
dia46_utt1.mp4,Surprise,Unknown,surprise
dia46_utt7.mp4,Joy,Unknown,surprise
dia49_utt18.mp4,Neutral,Error,surprise
dia72_utt1.mp4,Neutral,Neutral,surprise
dia78_utt5.mp4,Surprise,Error,surprise
dia86_utt5.mp4,Surprise,Error,surprise
dia103_utt2.mp4,Surprise,Surprise,surprise
dia104_utt0.mp4,Surprise,Joy,surprise
dia110_utt2.mp4,Disgust,Error,surprise
dia114_utt1.mp4,Neutral,Joy,surprise
dia115_utt7.mp4,Surprise,Error,surprise
dia132_utt0.mp4,Surprise,Error,surprise
dia147_utt6.mp4,Surprise,Error,surprise
dia156_utt5.mp4,Fear,Unknown,surprise
dia170_utt3.mp4,Joy,Joy,surprise
dia171_utt7.mp4,Neutral,Error,surprise
dia176_utt7.mp4,Surprise,Error,surprise
dia185_utt2.mp4,Joy,Error,surprise
dia185_utt7.mp4,Joy,Error,surprise
dia185_utt13.mp4,Disgust,Error,surprise
dia187_utt1.mp4,Joy,Error,surprise
dia206_utt3.mp4,Neutral,Error,surprise
dia212_utt3.mp4,Anger,Error,surprise
dia226_utt8.mp4,Anger,Error,surprise
dia232_utt12.mp4,Joy,Error,surprise
dia233_utt1.mp4,Neutral,Error,surprise
dia235_utt4.mp4,Surprise,Error,surprise
dia245_utt14.mp4,Joy,Error,surprise
dia250_utt4.mp4,Neutral,Error,surprise
dia255_utt2.mp4,Anger,Error,surprise
dia258_utt2.mp4,Surprise,Joy,surprise
dia271_utt5.mp4,Anger,Unknown,surprise
dia310_utt5.mp4,Disgust,Error,surprise
dia312_utt8.mp4,Surprise,Unknown,surprise
dia317_utt8.mp4,Surprise,Joy,surprise
dia320_utt12.mp4,Sadness,Sadness,surprise
dia322_utt1.mp4,Joy,Joy,surprise
dia326_utt2.mp4,Joy,Error,surprise
dia327_utt2.mp4,Joy,Neutral,surprise
dia329_utt5.mp4,Neutral,Error,surprise
dia333_utt2.mp4,Surprise,Unknown,surprise
dia337_utt9.mp4,Anger,Joy,surprise
dia342_utt16.mp4,Surprise,Unknown,surprise
dia344_utt14.mp4,Joy,Unknown,surprise
dia347_utt8.mp4,Neutral,Unknown,surprise
dia6_utt0.mp4,Joy,Error,joy
dia6_utt6.mp4,Joy,Joy,joy
dia9_utt3.mp4,Joy,Unknown,joy
dia13_utt0.mp4,Joy,Unknown,joy
dia15_utt21.mp4,Joy,Neutral,joy
dia18_utt3.mp4,Joy,Joy,joy
dia20_utt2.mp4,Joy,Error,joy
dia25_utt0.mp4,Joy,Error,joy
dia25_utt1.mp4,Joy,Error,joy
dia25_utt3.mp4,Neutral,Neutral,joy
dia29_utt1.mp4,Surprise,Error,joy
dia37_utt2.mp4,Neutral,Error,joy
dia47_utt7.mp4,Surprise,Error,joy
dia47_utt15.mp4,Joy,Unknown,joy
dia49_utt3.mp4,Fear,Error,joy
dia54_utt6.mp4,Joy,Error,joy
dia54_utt17.mp4,Neutral,Joy,joy
dia54_utt20.mp4,Neutral,Error,joy
dia59_utt9.mp4,Joy,Unknown,joy
dia61_utt6.mp4,Joy,Neutral,joy
dia62_utt1.mp4,Joy,Joy,joy
dia65_utt0.mp4,Joy,Unknown,joy
dia67_utt2.mp4,Joy,Error,joy
dia67_utt10.mp4,Joy,Error,joy
dia88_utt1.mp4,Joy,Error,joy
dia89_utt16.mp4,Joy,Joy,joy
dia95_utt0.mp4,Joy,Unknown,joy
dia103_utt0.mp4,Joy,Unknown,joy
dia109_utt5.mp4,Joy,Error,joy
dia114_utt3.mp4,Disgust,Unknown,joy
dia114_utt4.mp4,Joy,Joy,joy
dia118_utt5.mp4,Disgust,Joy,joy
dia137_utt6.mp4,Joy,Joy,joy
dia147_utt3.mp4,Surprise,Error,joy
dia151_utt2.mp4,Joy,Error,joy
dia152_utt1.mp4,Sadness,Error,joy
dia153_utt1.mp4,Joy,Unknown,joy
dia154_utt0.mp4,Joy,Sadness,joy
dia157_utt1.mp4,Joy,Joy,joy
dia159_utt3.mp4,Surprise,Unknown,joy
dia159_utt7.mp4,Joy,Joy,joy
dia160_utt12.mp4,Sadness,Joy,joy
dia164_utt8.mp4,Neutral,Error,joy
dia165_utt16.mp4,Joy,Joy,joy
dia169_utt1.mp4,Neutral,Error,joy
dia172_utt4.mp4,Joy,Unknown,joy
dia176_utt10.mp4,Surprise,Error,joy
dia184_utt9.mp4,Joy,Error,joy
dia190_utt2.mp4,Joy,Error,joy
dia193_utt2.mp4,Joy,Error,joy
dia7_utt1.mp4,Anger,Error,anger
dia11_utt1.mp4,Anger,Error,anger
dia15_utt0.mp4,Anger,Error,anger
dia30_utt4.mp4,Anger,Unknown,anger
dia32_utt14.mp4,Neutral,Neutral,anger
dia39_utt0.mp4,Sadness,Error,anger
dia40_utt0.mp4,Surprise,Joy,anger
dia40_utt1.mp4,Neutral,Joy,anger
dia49_utt2.mp4,Anger,Unknown,anger
dia50_utt1.mp4,Anger,Error,anger
dia51_utt5.mp4,Anger,Unknown,anger
dia63_utt5.mp4,Disgust,Error,anger
dia64_utt0.mp4,Neutral,Error,anger
dia68_utt0.mp4,Neutral,Error,anger
dia70_utt7.mp4,Anger,Error,anger
dia81_utt11.mp4,Sadness,Error,anger
dia95_utt8.mp4,Anger,Joy,anger
dia112_utt2.mp4,Anger,Error,anger
dia126_utt1.mp4,Anger,Error,anger
dia126_utt7.mp4,Disgust,Anger,anger
dia129_utt5.mp4,Sadness,Unknown,anger
dia138_utt0.mp4,Neutral,Error,anger
dia138_utt1.mp4,Sadness,Error,anger
dia138_utt15.mp4,Surprise,Unknown,anger
dia148_utt0.mp4,Anger,Error,anger
dia148_utt2.mp4,Anger,Error,anger
dia148_utt3.mp4,Neutral,Unknown,anger
dia151_utt16.mp4,Surprise,Joy,anger
dia167_utt2.mp4,Joy,Error,anger
dia182_utt5.mp4,Joy,Error,anger
dia184_utt19.mp4,Surprise,Error,anger
dia184_utt21.mp4,Neutral,Error,anger
dia188_utt4.mp4,Anger,Unknown,anger
dia189_utt6.mp4,Anger,Error,anger
dia189_utt8.mp4,Surprise,Error,anger
dia189_utt13.mp4,Anger,Anger,anger
dia206_utt14.mp4,Anger,Error,anger
dia207_utt18.mp4,Anger,Error,anger
dia210_utt2.mp4,Joy,Error,anger
dia210_utt4.mp4,Surprise,Error,anger
dia228_utt0.mp4,Sadness,Unknown,anger
dia232_utt5.mp4,Neutral,Error,anger
dia234_utt11.mp4,Joy,Error,anger
dia236_utt5.mp4,Anger,Anger,anger
dia241_utt0.mp4,Fear,Error,anger
dia254_utt1.mp4,Joy,Error,anger
dia255_utt11.mp4,Anger,Error,anger
dia256_utt6.mp4,Neutral,Neutral,anger
dia265_utt0.mp4,Neutral,Error,anger
dia277_utt3.mp4,Anger,Sadness,anger
dia15_utt3.mp4,Sadness,Joy,sadness
dia15_utt7.mp4,Neutral,Error,sadness
dia54_utt14.mp4,Fear,Sadness,sadness
dia63_utt7.mp4,Neutral,Error,sadness
dia76_utt7.mp4,Surprise,Error,sadness
dia109_utt6.mp4,Sadness,Error,sadness
dia109_utt7.mp4,Sadness,Joy,sadness
dia109_utt8.mp4,Disgust,Unknown,sadness
dia119_utt4.mp4,Sadness,Sadness,sadness
dia129_utt2.mp4,Sadness,Joy,sadness
dia149_utt0.mp4,Neutral,Joy,sadness
dia167_utt8.mp4,Joy,Error,sadness
dia174_utt6.mp4,Disgust,Error,sadness
dia175_utt11.mp4,Disgust,Unknown,sadness
dia182_utt1.mp4,Sadness,Unknown,sadness
dia201_utt4.mp4,Sadness,Unknown,sadness
dia218_utt4.mp4,Sadness,Sadness,sadness
dia231_utt10.mp4,Anger,Sadness,sadness
dia249_utt4.mp4,Joy,Unknown,sadness
dia249_utt6.mp4,Disgust,Unknown,sadness
dia257_utt4.mp4,Fear,Joy,sadness
dia260_utt4.mp4,Fear,Unknown,sadness
dia273_utt3.mp4,Neutral,Unknown,sadness
dia279_utt1.mp4,Anger,Error,sadness
dia289_utt3.mp4,Neutral,Error,sadness
dia291_utt1.mp4,Neutral,Error,sadness
dia301_utt16.mp4,Fear,Error,sadness
dia320_utt8.mp4,Sadness,Unknown,sadness
dia336_utt6.mp4,Anger,Error,sadness
dia337_utt6.mp4,Anger,Surprise,sadness
dia347_utt7.mp4,Anger,Error,sadness
dia347_utt9.mp4,Sadness,Error,sadness
dia359_utt6.mp4,Neutral,Neutral,sadness
dia360_utt1.mp4,Joy,Joy,sadness
dia365_utt5.mp4,Anger,Error,sadness
dia366_utt6.mp4,Neutral,Error,sadness
dia372_utt9.mp4,Sadness,Error,sadness
dia379_utt3.mp4,Sadness,Sadness,sadness
dia379_utt5.mp4,Sadness,Unknown,sadness
dia387_utt0.mp4,Surprise,Error,sadness
dia400_utt8.mp4,Sadness,Error,sadness
dia401_utt11.mp4,Joy,Error,sadness
dia404_utt8.mp4,Sadness,Unknown,sadness
dia418_utt18.mp4,Sadness,Disgust,sadness
dia426_utt1.mp4,Sadness,Neutral,sadness
dia427_utt0.mp4,Disgust,Error,sadness
dia434_utt0.mp4,Sadness,Error,sadness
dia434_utt1.mp4,Surprise,Error,sadness
dia441_utt1.mp4,Sadness,Joy,sadness
dia456_utt4.mp4,Sadness,Error,sadness
dia24_utt8.mp4,Fear,Fear,fear
dia28_utt4.mp4,Joy,Unknown,fear
dia54_utt12.mp4,Fear,Unknown,fear
dia94_utt5.mp4,Anger,Error,fear
dia109_utt17.mp4,Joy,Error,fear
dia122_utt1.mp4,Fear,Joy,fear
dia240_utt3.mp4,Neutral,Joy,fear
dia259_utt0.mp4,Disgust,Unknown,fear
dia260_utt10.mp4,Disgust,Neutral,fear
dia264_utt8.mp4,Neutral,Error,fear
dia274_utt10.mp4,Anger,Error,fear
dia275_utt10.mp4,Fear,Joy,fear
dia316_utt4.mp4,Sadness,Sadness,fear
dia351_utt6.mp4,Joy,Anger,fear
dia358_utt6.mp4,Sadness,Error,fear
dia375_utt4.mp4,Fear,Error,fear
dia376_utt3.mp4,Disgust,Error,fear
dia421_utt7.mp4,Neutral,Unknown,fear
dia445_utt3.mp4,Joy,Joy,fear
dia472_utt2.mp4,Joy,Joy,fear
dia477_utt3.mp4,Fear,Error,fear
dia486_utt11.mp4,Fear,Unknown,fear
dia506_utt1.mp4,Joy,Sadness,fear
dia557_utt4.mp4,Joy,Joy,fear
dia571_utt1.mp4,Fear,Unknown,fear
dia572_utt9.mp4,Anger,Unknown,fear
dia583_utt6.mp4,Fear,Joy,fear
dia596_utt11.mp4,Fear,Joy,fear
dia608_utt5.mp4,Fear,Error,fear
dia652_utt9.mp4,Anger,Joy,fear
dia679_utt12.mp4,Fear,Error,fear
dia712_utt2.mp4,Fear,Fear,fear
dia736_utt8.mp4,Neutral,Fear,fear
dia736_utt9.mp4,Neutral,Unknown,fear
dia743_utt3.mp4,Joy,Error,fear
dia760_utt2.mp4,Fear,Unknown,fear
dia770_utt17.mp4,Anger,Joy,fear
dia788_utt0.mp4,Anger,Error,fear
dia796_utt5.mp4,Fear,Joy,fear
dia809_utt15.mp4,Anger,Anger,fear
dia855_utt7.mp4,Fear,Unknown,fear
dia895_utt0.mp4,Anger,Joy,fear
dia916_utt12.mp4,Surprise,Anger,fear
dia976_utt12.mp4,Fear,Unknown,fear
dia989_utt3.mp4,Fear,Unknown,fear
dia1016_utt11.mp4,Fear,Error,fear
dia1018_utt7.mp4,Joy,Unknown,fear
dia39_utt10.mp4,Disgust,Neutral,disgust
dia41_utt14.mp4,Neutral,Neutral,disgust
dia45_utt1.mp4,Disgust,Error,disgust
dia51_utt3.mp4,Anger,Unknown,disgust
dia89_utt12.mp4,Anger,Error,disgust
dia130_utt3.mp4,Disgust,Error,disgust
dia138_utt5.mp4,Surprise,Neutral,disgust
dia147_utt7.mp4,Disgust,Unknown,disgust
dia208_utt4.mp4,Disgust,Anger,disgust
dia211_utt6.mp4,Neutral,Error,disgust
dia222_utt19.mp4,Disgust,Unknown,disgust
dia226_utt18.mp4,Disgust,Error,disgust
dia245_utt10.mp4,Anger,Error,disgust
dia252_utt18.mp4,Anger,Error,disgust
dia283_utt0.mp4,Neutral,Error,disgust
dia283_utt6.mp4,Neutral,Error,disgust
dia321_utt10.mp4,Disgust,Error,disgust
dia361_utt9.mp4,Disgust,Error,disgust
dia420_utt4.mp4,Frustration,Error,disgust
dia477_utt10.mp4,Neutral,Neutral,disgust
dia479_utt7.mp4,Sadness,Error,disgust
dia501_utt5.mp4,Neutral,Error,disgust
dia515_utt3.mp4,Anger,Unknown,disgust
dia554_utt9.mp4,Anger,Error,disgust
dia593_utt10.mp4,Anger,Unknown,disgust
dia744_utt10.mp4,Sadness,Error,disgust
dia828_utt8.mp4,Joy,Error,disgust
dia869_utt10.mp4,Joy,Joy,disgust
dia905_utt3.mp4,Disgust,Anger,disgust
dia905_utt15.mp4,Surprise,Unknown,disgust
dia960_utt3.mp4,Disgust,Unknown,disgust
dia973_utt18.mp4,Sadness,Unknown,disgust
dia1000_utt0.mp4,Anger,Unknown,disgust
dia1021_utt3.mp4,Anger,Unknown,disgust
dia1027_utt6.mp4,Anger,Unknown,disgust
dia1038_utt5.mp4,Surprise,Unknown,disgust
dia1038_utt7.mp4,Surprise,Joy,disgust
